#,접수번호,접수일자,검체유형_x,시설명,시료명_x,의뢰기관,의뢰자_x,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소_x,처리기간,처리일,수수료,항목수_x,번호,채취장소_y,의뢰자_y,검체유형_y,시료명_y,접수일,항목수_y,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
,2792400032-01,2024-02-27,실내공기질/실내공기질/나,의료법인 한영의료재단 삼성요양병원,1층 원무과,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,의료기관,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-27,경기 고양시 덕양구 지도로 100 (토당동),12,2024-03-14,0,5,56,경기 고양시 덕양구 지도로 100 (토당동),고양시장,실내공기질/실내공기질/나,1층 원무과,02-27,5/5,13.6,16.6,8.5,651.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400032-02,2024-02-27,실내공기질/실내공기질/나,의료법인 한영의료재단 삼성요양병원,5층 병동,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,의료기관,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-27,경기 고양시 덕양구 지도로 100 (토당동),12,2024-03-14,0,5,57,경기 고양시 덕양구 지도로 100 (토당동),고양시장,실내공기질/실내공기질/나,5층 병동,02-27,5/5,11.5,37.5,19.0,677.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400033-01,2024-02-28,실내공기질/실내공기질/나,코레일고양어린이집,1F 해반,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,어린이집,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주로 108-1 (강매동),12,2024-03-15,0,5,58,경기 고양시 덕양구 행주로 108-1 (강매동),고양시장,실내공기질/실내공기질/나,1F 해반,02-28,5/5,5.7,25.2,12.6,410.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400033-02,2024-02-28,실내공기질/실내공기질/나,코레일고양어린이집,2F 유희실,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,어린이집,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주로 108-1 (강매동),12,2024-03-15,0,5,59,경기 고양시 덕양구 행주로 108-1 (강매동),고양시장,실내공기질/실내공기질/나,2F 유희실,02-28,5/5,4.2,18.1,10.5,467.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400034-01,2024-02-28,실내공기질/실내공기질/나,미소인요양원,1F 로비,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주산성로 177 (행주외동),12,2024-03-15,0,5,60,경기 고양시 덕양구 행주산성로 177 (행주외동),고양시장,실내공기질/실내공기질/나,1F 로비,02-28,5/5,11.3,15.3,11.5,679.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400034-02,2024-02-28,실내공기질/실내공기질/나,미소인요양원,2F 로비,고양시,고양시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-3318,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,"경기 고양시 덕양구 마상로126번길 91 , 줌시티 3층 기후에너지과",,,,2024-02-28,경기 고양시 덕양구 행주산성로 177 (행주외동),12,2024-03-15,0,5,61,경기 고양시 덕양구 행주산성로 177 (행주외동),고양시장,실내공기질/실내공기질/나,2F 로비,02-28,5/5,13.6,26.6,5.9,637.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400039-01,2024-03-04,실내공기질/실내공기질/나,산정호수 노인요양센터,1층 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,환경지도과-3703,2024-02-28,경기도보건환경연구원북부지원-3313,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-03-04,경기 포천시 영북면 산정호수로 344,12,2024-03-19,0,1,69,경기 포천시 영북면 산정호수로 344 ,포천시장,실내공기질/실내공기질/나,1층 복도,03-04,1/1,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400039-02,2024-03-04,실내공기질/실내공기질/나,산정호수 노인요양센터,2층 복도,포천시,포천시장,,결과승인완료,0,,,,,2024-03-11,관원,,,적합,환경지도과-3703,2024-02-28,경기도보건환경연구원북부지원-3313,2024-03-11,2024-03-11,대기환경팀(B),김지영,,,,,노인요양시설,경기도 포천시 중앙로 92,,,,2024-03-04,경기 포천시 영북면 산정호수로 344,12,2024-03-19,0,1,70,경기 포천시 영북면 산정호수로 344 ,포천시장,실내공기질/실내공기질/나,2층 복도,03-04,1/1,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400040-01,2024-03-04,실내공기질/실내공기질/나,온누리요양원,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-04,경기 양주시 장흥면 가마골로 246-54,12,2024-03-19,0,5,71,경기 양주시 장흥면 가마골로 246-54 ,양주시장,실내공기질/실내공기질/나,1층 로비,03-04,5/5,10.7,20.4,7.9,582.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400040-02,2024-03-04,실내공기질/실내공기질/나,온누리요양원,2층 204호,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-04,경기 양주시 장흥면 가마골로 246-54,12,2024-03-19,0,5,72,경기 양주시 장흥면 가마골로 246-54 ,양주시장,실내공기질/실내공기질/나,2층 204호,03-04,5/5,7.3,10.3,3.8,518.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400041-01,2024-03-05,실내공기질/실내공기질/나,더클래식요양원,1F 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-12,12,2024-03-20,0,5,73,경기 양주시 장흥면 호국로 95-12 ,양주시장,실내공기질/실내공기질/나,1F 로비,03-05,5/5,13.5,33.5,6.0,884.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400041-02,2024-03-05,실내공기질/실내공기질/나,더클래식요양원,5F 거실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-12,12,2024-03-20,0,5,74,경기 양주시 장흥면 호국로 95-12 ,양주시장,실내공기질/실내공기질/나,5F 거실,03-05,5/5,5.0,16.6,10.2,735.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400042-01,2024-03-05,실내공기질/실내공기질/나,일영실버케어,1F로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-14,12,2024-03-20,0,5,75,경기 양주시 장흥면 호국로 95-14 ,양주시장,실내공기질/실내공기질/나,1F로비,03-05,5/5,9.5,13.7,5.3,730.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400042-02,2024-03-05,실내공기질/실내공기질/나,일영실버케어,5F생활실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-13,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3478,2024-03-13,2024-03-13,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-03-05,경기 양주시 장흥면 호국로 95-14,12,2024-03-20,0,5,76,경기 양주시 장흥면 호국로 95-14 ,양주시장,실내공기질/실내공기질/나,5F생활실,03-05,5/5,10.8,25.7,15.5,446.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400044-01,2024-03-06,실내공기질/실내공기질/나,유니어린이집,1F 하예반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 부흥로1907번길 117 (광사동),12,2024-03-21,0,5,78,경기 양주시 부흥로1907번길 117 (광사동),양주시장,실내공기질/실내공기질/나,1F 하예반,03-06,5/5,5.2,10.6,6.5,788.0,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400044-02,2024-03-06,실내공기질/실내공기질/나,유니어린이집,2F 복도,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 부흥로1907번길 117 (광사동),12,2024-03-21,0,5,79,경기 양주시 부흥로1907번길 117 (광사동),양주시장,실내공기질/실내공기질/나,2F 복도,03-06,5/5,5.1,16.0,6.5,597.0,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400045-01,2024-03-06,실내공기질/실내공기질/나,키즈팜어린이집,1F 현관,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 만송로 417-17 (만송동),12,2024-03-21,0,5,80,경기 양주시 만송로 417-17 (만송동),양주시장,실내공기질/실내공기질/나,1F 현관,03-06,5/5,7.1,16.9,4.4,714.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400045-02,2024-03-06,실내공기질/실내공기질/나,키즈팜어린이집,2F 연장반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-18,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3699,2024-03-18,2024-03-18,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-06,경기 양주시 만송로 417-17 (만송동),12,2024-03-21,0,5,81,경기 양주시 만송로 417-17 (만송동),양주시장,실내공기질/실내공기질/나,2F 연장반,03-06,5/5,7.4,10.9,6.3,525.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400049-01,2024-03-07,실내공기질/실내공기질/나,회천어린이집,1층 새싹반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-21,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3893,2024-03-21,2024-03-21,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-07,경기 양주시 덕정9길 30 (덕정동),12,2024-03-22,0,5,85,경기 양주시 덕정9길 30 (덕정동),양주시장,실내공기질/실내공기질/나,1층 새싹반,03-07,5/5,15.0,35.3,11.7,630.0,537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400049-02,2024-03-07,실내공기질/실내공기질/나,회천어린이집,2층 푸른반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-21,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-3893,2024-03-21,2024-03-21,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-07,경기 양주시 덕정9길 30 (덕정동),12,2024-03-22,0,5,86,경기 양주시 덕정9길 30 (덕정동),양주시장,실내공기질/실내공기질/나,2층 푸른반,03-07,5/5,9.6,23.5,11.8,686.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400050-01,2024-03-11,실내공기질/실내공기질/나,덕계어린이집,1층 로비,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로1435번길 56 (덕계동),12,2024-03-26,0,5,87,경기 양주시 평화로1435번길 56 (덕계동),양주시장,실내공기질/실내공기질/나,1층 로비,03-11,5/5,8.0,19.7,6.7,430.0,607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400050-02,2024-03-11,실내공기질/실내공기질/나,덕계어린이집,2층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로1435번길 56 (덕계동),12,2024-03-26,0,5,88,경기 양주시 평화로1435번길 56 (덕계동),양주시장,실내공기질/실내공기질/나,2층 유희실,03-11,5/5,10.8,12.2,5.7,848.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400051-01,2024-03-11,실내공기질/실내공기질/나,양주경찰서 어린이집,1층 현관,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로 1699 (회정동),12,2024-03-26,0,5,89,경기 양주시 평화로 1699 (회정동),양주시장,실내공기질/실내공기질/나,1층 현관,03-11,5/5,5.6,22.3,9.2,481.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400051-02,2024-03-11,실내공기질/실내공기질/나,양주경찰서 어린이집,1층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 평화로 1699 (회정동),12,2024-03-26,0,5,90,경기 양주시 평화로 1699 (회정동),양주시장,실내공기질/실내공기질/나,1층 유희실,03-11,5/5,6.7,15.2,7.7,704.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400052-01,2024-03-11,실내공기질/실내공기질/나,예인프리스쿨 어린이집,1층 캠브리지반,양주시,양주시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 화합로1597번길 40 (회암동),12,2024-03-26,0,5,91,경기 양주시 화합로1597번길 40 (회암동),양주시장,실내공기질/실내공기질/나,1층 캠브리지반,03-11,5/5,5.6,14.8,9.0,478.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400052-02,2024-03-11,실내공기질/실내공기질/나,예인프리스쿨 어린이집,3층 특강반,양주시,양주시장,,결과승인완료,1,이산화탄소,,,,2024-03-25,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4080,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-11,경기 양주시 화합로1597번길 40 (회암동),12,2024-03-26,0,5,92,경기 양주시 화합로1597번길 40 (회암동),양주시장,실내공기질/실내공기질/나,3층 특강반,03-11,5/5,10.2,24.6,5.9,991.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400053-01,2024-03-11,실내공기질/실내공기질/나,경기북부경찰청 어린이집,1층 도담반,의정부시,의정부시장,,결과승인완료,0,,,,,2024-03-25,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4081,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-11,경기 의정부시 금오로23번길 22-49 (금오동),12,2024-03-26,0,5,93,경기 의정부시 금오로23번길 22-49 (금오동),의정부시장,실내공기질/실내공기질/나,1층 도담반,03-11,5/5,6.7,9.7,5.7,679.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400053-02,2024-03-11,실내공기질/실내공기질/나,경기북부경찰청 어린이집,3층 도담뜰,의정부시,의정부시장,,결과승인완료,1,이산화탄소,,,,2024-03-25,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4081,2024-03-25,2024-03-25,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-11,경기 의정부시 금오로23번길 22-49 (금오동),12,2024-03-26,0,5,94,경기 의정부시 금오로23번길 22-49 (금오동),의정부시장,실내공기질/실내공기질/나,3층 도담뜰,03-11,5/5,9.3,8.7,5.9,951.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400056-01,2024-03-13,실내공기질/실내공기질/나,공립 백석어린이집,1층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4121,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-13,경기 양주시 백석읍 꿈나무로 193,12,2024-03-28,0,5,99,경기 양주시 백석읍 꿈나무로 193 ,양주시장,실내공기질/실내공기질/나,1층 유희실,03-13,5/5,6.6,25.3,20.9,705.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400056-02,2024-03-13,실내공기질/실내공기질/나,공립 백석어린이집,2층 유희실,양주시,양주시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-4121,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기도 양주시 부흥로 1533,,,,2024-03-13,경기 양주시 백석읍 꿈나무로 193,12,2024-03-28,0,5,100,경기 양주시 백석읍 꿈나무로 193 ,양주시장,실내공기질/실내공기질/나,2층 유희실,03-13,5/5,6.0,26.7,10.5,804.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400057-01,2024-03-13,실내공기질/실내공기질/나,녹양어린이집,1층 로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4116,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-13,경기 의정부시 체육로 250-25 (녹양동),12,2024-03-28,0,5,101,경기 의정부시 체육로 250-25 (녹양동),의정부시장,실내공기질/실내공기질/나,1층 로비,03-13,5/5,4.0,29.6,16.7,517.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400057-02,2024-03-13,실내공기질/실내공기질/나,녹양어린이집,2층 놀이꿈터,의정부시,의정부시장,,결과승인완료,0,,,,,2024-03-26,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-4116,2024-03-26,2024-03-26,대기환경팀(B),김지영,,,,,어린이집,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-03-13,경기 의정부시 체육로 250-25 (녹양동),12,2024-03-28,0,5,102,경기 의정부시 체육로 250-25 (녹양동),의정부시장,실내공기질/실내공기질/나,2층 놀이꿈터,03-13,5/5,6.6,29.4,18.7,686.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
